Epoch	Train	Validation
epoch: 60, step: 6830, train_time: 180.453, valid_time: 30.419, train_weights: 91680.000, train_canonicalBasePairWeights: 9220.000, train_loss: 2.158, train_accuracy: 0.356, train_canonicalBasePairAccuracy: 0.483, train_perplexity: 8.653, train_protein_weights: 75796.000, train_protein_canonicalBasePairWeights: 0.000, train_protein_loss: 2.369, train_protein_accuracy: 0.314, train_protein_canonicalBasePairAccuracy: nan, train_protein_perplexity: 10.682, train_dna_weights: 6127.000, train_dna_canonicalBasePairWeights: 4285.000, train_dna_loss: 1.071, train_dna_accuracy: 0.594, train_dna_canonicalBasePairAccuracy: 0.488, train_dna_perplexity: 2.918, train_rna_weights: 9757.000, train_rna_canonicalBasePairWeights: 4935.000, train_rna_loss: 1.204, train_rna_accuracy: 0.539, train_rna_canonicalBasePairAccuracy: 0.479, train_rna_perplexity: 3.334, valid_weights: 4706.000, valid_canonicalBasePairWeights: 561.000, valid_loss: 2.138, valid_accuracy: 0.357, valid_canonicalBasePairAccuracy: 0.298, valid_perplexity: 8.480, valid_protein_weights: 3806.000, valid_protein_canonicalBasePairWeights: 0.000, valid_protein_loss: 2.333, valid_protein_accuracy: 0.322, valid_protein_canonicalBasePairAccuracy: nan, valid_protein_perplexity: 10.308, valid_dna_weights: 262.000, valid_dna_canonicalBasePairWeights: 201.000, valid_dna_loss: 1.248, valid_dna_accuracy: 0.615, valid_dna_canonicalBasePairAccuracy: 0.338, valid_dna_perplexity: 3.482, valid_rna_weights: 638.000, valid_rna_canonicalBasePairWeights: 360.000, valid_rna_loss: 1.338, valid_rna_accuracy: 0.456, valid_rna_canonicalBasePairAccuracy: 0.275, valid_rna_perplexity: 3.813
epoch: 61, step: 6928, train_time: 200.077, valid_time: 30.920, train_weights: 83836.000, train_canonicalBasePairWeights: 9557.000, train_loss: 2.126, train_accuracy: 0.363, train_canonicalBasePairAccuracy: 0.449, train_perplexity: 8.381, train_protein_weights: 67236.000, train_protein_canonicalBasePairWeights: 0.000, train_protein_loss: 2.373, train_protein_accuracy: 0.312, train_protein_canonicalBasePairAccuracy: nan, train_protein_perplexity: 10.726, train_dna_weights: 6849.000, train_dna_canonicalBasePairWeights: 4670.000, train_dna_loss: 1.078, train_dna_accuracy: 0.586, train_dna_canonicalBasePairAccuracy: 0.459, train_dna_perplexity: 2.940, train_rna_weights: 9751.000, train_rna_canonicalBasePairWeights: 4887.000, train_rna_loss: 1.161, train_rna_accuracy: 0.560, train_rna_canonicalBasePairAccuracy: 0.440, train_rna_perplexity: 3.194, valid_weights: 4966.000, valid_canonicalBasePairWeights: 719.000, valid_loss: 2.117, valid_accuracy: 0.373, valid_canonicalBasePairAccuracy: 0.277, valid_perplexity: 8.306, valid_protein_weights: 3815.000, valid_protein_canonicalBasePairWeights: 0.000, valid_protein_loss: 2.365, valid_protein_accuracy: 0.320, valid_protein_canonicalBasePairAccuracy: nan, valid_protein_perplexity: 10.649, valid_dna_weights: 215.000, valid_dna_canonicalBasePairWeights: 149.000, valid_dna_loss: 1.218, valid_dna_accuracy: 0.623, valid_dna_canonicalBasePairAccuracy: 0.262, valid_dna_perplexity: 3.381, valid_rna_weights: 936.000, valid_rna_canonicalBasePairWeights: 570.000, valid_rna_loss: 1.310, valid_rna_accuracy: 0.531, valid_rna_canonicalBasePairAccuracy: 0.281, valid_rna_perplexity: 3.708
epoch: 62, step: 7028, train_time: 151.699, valid_time: 26.496, train_weights: 97570.000, train_canonicalBasePairWeights: 8288.000, train_loss: 2.189, train_accuracy: 0.350, train_canonicalBasePairAccuracy: 0.528, train_perplexity: 8.923, train_protein_weights: 83541.000, train_protein_canonicalBasePairWeights: 0.000, train_protein_loss: 2.366, train_protein_accuracy: 0.313, train_protein_canonicalBasePairAccuracy: nan, train_protein_perplexity: 10.659, train_dna_weights: 5980.000, train_dna_canonicalBasePairWeights: 4191.000, train_dna_loss: 1.071, train_dna_accuracy: 0.595, train_dna_canonicalBasePairAccuracy: 0.523, train_dna_perplexity: 2.919, train_rna_weights: 8049.000, train_rna_canonicalBasePairWeights: 4097.000, train_rna_loss: 1.174, train_rna_accuracy: 0.550, train_rna_canonicalBasePairAccuracy: 0.533, train_rna_perplexity: 3.233, valid_weights: 4644.000, valid_canonicalBasePairWeights: 558.000, valid_loss: 2.160, valid_accuracy: 0.365, valid_canonicalBasePairAccuracy: 0.317, valid_perplexity: 8.674, valid_protein_weights: 3843.000, valid_protein_canonicalBasePairWeights: 0.000, valid_protein_loss: 2.344, valid_protein_accuracy: 0.334, valid_protein_canonicalBasePairAccuracy: nan, valid_protein_perplexity: 10.421, valid_dna_weights: 370.000, valid_dna_canonicalBasePairWeights: 285.000, valid_dna_loss: 1.265, valid_dna_accuracy: 0.541, valid_dna_canonicalBasePairAccuracy: 0.319, valid_dna_perplexity: 3.543, valid_rna_weights: 431.000, valid_rna_canonicalBasePairWeights: 273.000, valid_rna_loss: 1.293, valid_rna_accuracy: 0.499, valid_rna_canonicalBasePairAccuracy: 0.315, valid_rna_perplexity: 3.645
epoch: 63, step: 7129, train_time: 202.908, valid_time: 21.718, train_weights: 93499.000, train_canonicalBasePairWeights: 9770.000, train_loss: 2.152, train_accuracy: 0.357, train_canonicalBasePairAccuracy: 0.512, train_perplexity: 8.606, train_protein_weights: 76870.000, train_protein_canonicalBasePairWeights: 0.000, train_protein_loss: 2.375, train_protein_accuracy: 0.310, train_protein_canonicalBasePairAccuracy: nan, train_protein_perplexity: 10.754, train_dna_weights: 6124.000, train_dna_canonicalBasePairWeights: 4263.000, train_dna_loss: 1.045, train_dna_accuracy: 0.617, train_dna_canonicalBasePairAccuracy: 0.489, train_dna_perplexity: 2.843, train_rna_weights: 10505.000, train_rna_canonicalBasePairWeights: 5507.000, train_rna_loss: 1.167, train_rna_accuracy: 0.547, train_rna_canonicalBasePairAccuracy: 0.530, train_rna_perplexity: 3.213, valid_weights: 3682.000, valid_canonicalBasePairWeights: 648.000, valid_loss: 2.081, valid_accuracy: 0.363, valid_canonicalBasePairAccuracy: 0.327, valid_perplexity: 8.015, valid_protein_weights: 2682.000, valid_protein_canonicalBasePairWeights: 0.000, valid_protein_loss: 2.386, valid_protein_accuracy: 0.299, valid_protein_canonicalBasePairAccuracy: nan, valid_protein_perplexity: 10.871, valid_dna_weights: 485.000, valid_dna_canonicalBasePairWeights: 348.000, valid_dna_loss: 1.214, valid_dna_accuracy: 0.577, valid_dna_canonicalBasePairAccuracy: 0.348, valid_dna_perplexity: 3.367, valid_rna_weights: 515.000, valid_rna_canonicalBasePairWeights: 300.000, valid_rna_loss: 1.311, valid_rna_accuracy: 0.497, valid_rna_canonicalBasePairAccuracy: 0.303, valid_rna_perplexity: 3.711
epoch: 64, step: 7223, train_time: 174.405, valid_time: 30.659, train_weights: 81830.000, train_canonicalBasePairWeights: 8942.000, train_loss: 2.118, train_accuracy: 0.365, train_canonicalBasePairAccuracy: 0.475, train_perplexity: 8.315, train_protein_weights: 65414.000, train_protein_canonicalBasePairWeights: 0.000, train_protein_loss: 2.365, train_protein_accuracy: 0.313, train_protein_canonicalBasePairAccuracy: nan, train_protein_perplexity: 10.643, train_dna_weights: 5576.000, train_dna_canonicalBasePairWeights: 3797.000, train_dna_loss: 1.025, train_dna_accuracy: 0.638, train_dna_canonicalBasePairAccuracy: 0.495, train_dna_perplexity: 2.787, train_rna_weights: 10840.000, train_rna_canonicalBasePairWeights: 5145.000, train_rna_loss: 1.191, train_rna_accuracy: 0.536, train_rna_canonicalBasePairAccuracy: 0.460, train_rna_perplexity: 3.290, valid_weights: 3987.000, valid_canonicalBasePairWeights: 629.000, valid_loss: 2.100, valid_accuracy: 0.361, valid_canonicalBasePairAccuracy: 0.318, valid_perplexity: 8.162, valid_protein_weights: 3024.000, valid_protein_canonicalBasePairWeights: 0.000, valid_protein_loss: 2.359, valid_protein_accuracy: 0.316, valid_protein_canonicalBasePairAccuracy: nan, valid_protein_perplexity: 10.584, valid_dna_weights: 377.000, valid_dna_canonicalBasePairWeights: 277.000, valid_dna_loss: 1.236, valid_dna_accuracy: 0.536, valid_dna_canonicalBasePairAccuracy: 0.339, valid_dna_perplexity: 3.442, valid_rna_weights: 586.000, valid_rna_canonicalBasePairWeights: 352.000, valid_rna_loss: 1.314, valid_rna_accuracy: 0.480, valid_rna_canonicalBasePairAccuracy: 0.301, valid_rna_perplexity: 3.723
epoch: 65, step: 7313, train_time: 182.802, valid_time: 24.803, train_weights: 100364.000, train_canonicalBasePairWeights: 9452.000, train_loss: 2.176, train_accuracy: 0.351, train_canonicalBasePairAccuracy: 0.512, train_perplexity: 8.814, train_protein_weights: 84136.000, train_protein_canonicalBasePairWeights: 0.000, train_protein_loss: 2.376, train_protein_accuracy: 0.311, train_protein_canonicalBasePairAccuracy: nan, train_protein_perplexity: 10.767, train_dna_weights: 5953.000, train_dna_canonicalBasePairWeights: 4151.000, train_dna_loss: 1.060, train_dna_accuracy: 0.600, train_dna_canonicalBasePairAccuracy: 0.556, train_dna_perplexity: 2.885, train_rna_weights: 10275.000, train_rna_canonicalBasePairWeights: 5301.000, train_rna_loss: 1.185, train_rna_accuracy: 0.538, train_rna_canonicalBasePairAccuracy: 0.478, train_rna_perplexity: 3.269, valid_weights: 4462.000, valid_canonicalBasePairWeights: 729.000, valid_loss: 2.056, valid_accuracy: 0.373, valid_canonicalBasePairAccuracy: 0.316, valid_perplexity: 7.816, valid_protein_weights: 3237.000, valid_protein_canonicalBasePairWeights: 0.000, valid_protein_loss: 2.346, valid_protein_accuracy: 0.320, valid_protein_canonicalBasePairAccuracy: nan, valid_protein_perplexity: 10.446, valid_dna_weights: 433.000, valid_dna_canonicalBasePairWeights: 236.000, valid_dna_loss: 1.261, valid_dna_accuracy: 0.533, valid_dna_canonicalBasePairAccuracy: 0.347, valid_dna_perplexity: 3.530, valid_rna_weights: 792.000, valid_rna_canonicalBasePairWeights: 493.000, valid_rna_loss: 1.305, valid_rna_accuracy: 0.503, valid_rna_canonicalBasePairAccuracy: 0.300, valid_rna_perplexity: 3.688
epoch: 66, step: 7412, train_time: 166.822, valid_time: 17.862, train_weights: 96410.000, train_canonicalBasePairWeights: 10264.000, train_loss: 2.122, train_accuracy: 0.359, train_canonicalBasePairAccuracy: 0.445, train_perplexity: 8.345, train_protein_weights: 75758.000, train_protein_canonicalBasePairWeights: 0.000, train_protein_loss: 2.383, train_protein_accuracy: 0.308, train_protein_canonicalBasePairAccuracy: nan, train_protein_perplexity: 10.841, train_dna_weights: 6083.000, train_dna_canonicalBasePairWeights: 4075.000, train_dna_loss: 1.055, train_dna_accuracy: 0.600, train_dna_canonicalBasePairAccuracy: 0.519, train_dna_perplexity: 2.872, train_rna_weights: 14569.000, train_rna_canonicalBasePairWeights: 6189.000, train_rna_loss: 1.206, train_rna_accuracy: 0.524, train_rna_canonicalBasePairAccuracy: 0.397, train_rna_perplexity: 3.341, valid_weights: 5864.000, valid_canonicalBasePairWeights: 632.000, valid_loss: 2.166, valid_accuracy: 0.356, valid_canonicalBasePairAccuracy: 0.328, valid_perplexity: 8.723, valid_protein_weights: 4873.000, valid_protein_canonicalBasePairWeights: 0.000, valid_protein_loss: 2.350, valid_protein_accuracy: 0.322, valid_protein_canonicalBasePairAccuracy: nan, valid_protein_perplexity: 10.486, valid_dna_weights: 287.000, valid_dna_canonicalBasePairWeights: 201.000, valid_dna_loss: 1.204, valid_dna_accuracy: 0.554, valid_dna_canonicalBasePairAccuracy: 0.378, valid_dna_perplexity: 3.334, valid_rna_weights: 704.000, valid_rna_canonicalBasePairWeights: 431.000, valid_rna_loss: 1.284, valid_rna_accuracy: 0.506, valid_rna_canonicalBasePairAccuracy: 0.304, valid_rna_perplexity: 3.610
epoch: 67, step: 7506, train_time: 149.715, valid_time: 22.947, train_weights: 106925.000, train_canonicalBasePairWeights: 9086.000, train_loss: 2.188, train_accuracy: 0.348, train_canonicalBasePairAccuracy: 0.510, train_perplexity: 8.921, train_protein_weights: 90884.000, train_protein_canonicalBasePairWeights: 0.000, train_protein_loss: 2.376, train_protein_accuracy: 0.309, train_protein_canonicalBasePairAccuracy: nan, train_protein_perplexity: 10.765, train_dna_weights: 6080.000, train_dna_canonicalBasePairWeights: 4132.000, train_dna_loss: 1.058, train_dna_accuracy: 0.602, train_dna_canonicalBasePairAccuracy: 0.507, train_dna_perplexity: 2.882, train_rna_weights: 9961.000, train_rna_canonicalBasePairWeights: 4954.000, train_rna_loss: 1.165, train_rna_accuracy: 0.552, train_rna_canonicalBasePairAccuracy: 0.514, train_rna_perplexity: 3.205, valid_weights: 3210.000, valid_canonicalBasePairWeights: 817.000, valid_loss: 1.906, valid_accuracy: 0.404, valid_canonicalBasePairAccuracy: 0.411, valid_perplexity: 6.726, valid_protein_weights: 1904.000, valid_protein_canonicalBasePairWeights: 0.000, valid_protein_loss: 2.347, valid_protein_accuracy: 0.315, valid_protein_canonicalBasePairAccuracy: nan, valid_protein_perplexity: 10.456, valid_dna_weights: 483.000, valid_dna_canonicalBasePairWeights: 370.000, valid_dna_loss: 1.229, valid_dna_accuracy: 0.571, valid_dna_canonicalBasePairAccuracy: 0.481, valid_dna_perplexity: 3.419, valid_rna_weights: 823.000, valid_rna_canonicalBasePairWeights: 447.000, valid_rna_loss: 1.283, valid_rna_accuracy: 0.512, valid_rna_canonicalBasePairAccuracy: 0.353, valid_rna_perplexity: 3.606
epoch: 68, step: 7588, train_time: 168.161, valid_time: 23.369, train_weights: 87351.000, train_canonicalBasePairWeights: 8562.000, train_loss: 2.156, train_accuracy: 0.359, train_canonicalBasePairAccuracy: 0.474, train_perplexity: 8.633, train_protein_weights: 73028.000, train_protein_canonicalBasePairWeights: 0.000, train_protein_loss: 2.359, train_protein_accuracy: 0.317, train_protein_canonicalBasePairAccuracy: nan, train_protein_perplexity: 10.578, train_dna_weights: 5567.000, train_dna_canonicalBasePairWeights: 3948.000, train_dna_loss: 1.033, train_dna_accuracy: 0.625, train_dna_canonicalBasePairAccuracy: 0.528, train_dna_perplexity: 2.809, train_rna_weights: 8756.000, train_rna_canonicalBasePairWeights: 4614.000, train_rna_loss: 1.175, train_rna_accuracy: 0.541, train_rna_canonicalBasePairAccuracy: 0.428, train_rna_perplexity: 3.238, valid_weights: 4578.000, valid_canonicalBasePairWeights: 825.000, valid_loss: 2.021, valid_accuracy: 0.379, valid_canonicalBasePairAccuracy: 0.330, valid_perplexity: 7.548, valid_protein_weights: 3222.000, valid_protein_canonicalBasePairWeights: 0.000, valid_protein_loss: 2.359, valid_protein_accuracy: 0.310, valid_protein_canonicalBasePairAccuracy: nan, valid_protein_perplexity: 10.576, valid_dna_weights: 392.000, valid_dna_canonicalBasePairWeights: 310.000, valid_dna_loss: 1.111, valid_dna_accuracy: 0.643, valid_dna_canonicalBasePairAccuracy: 0.342, valid_dna_perplexity: 3.039, valid_rna_weights: 964.000, valid_rna_canonicalBasePairWeights: 515.000, valid_rna_loss: 1.264, valid_rna_accuracy: 0.504, valid_rna_canonicalBasePairAccuracy: 0.322, valid_rna_perplexity: 3.539
epoch: 69, step: 7679, train_time: 187.149, valid_time: 19.442, train_weights: 87828.000, train_canonicalBasePairWeights: 10626.000, train_loss: 2.100, train_accuracy: 0.373, train_canonicalBasePairAccuracy: 0.534, train_perplexity: 8.167, train_protein_weights: 69646.000, train_protein_canonicalBasePairWeights: 0.000, train_protein_loss: 2.362, train_protein_accuracy: 0.315, train_protein_canonicalBasePairAccuracy: nan, train_protein_perplexity: 10.610, train_dna_weights: 7111.000, train_dna_canonicalBasePairWeights: 5025.000, train_dna_loss: 1.053, train_dna_accuracy: 0.609, train_dna_canonicalBasePairAccuracy: 0.544, train_dna_perplexity: 2.865, train_rna_weights: 11071.000, train_rna_canonicalBasePairWeights: 5601.000, train_rna_loss: 1.127, train_rna_accuracy: 0.583, train_rna_canonicalBasePairAccuracy: 0.525, train_rna_perplexity: 3.085, valid_weights: 3850.000, valid_canonicalBasePairWeights: 589.000, valid_loss: 2.100, valid_accuracy: 0.363, valid_canonicalBasePairAccuracy: 0.385, valid_perplexity: 8.165, valid_protein_weights: 2948.000, valid_protein_canonicalBasePairWeights: 0.000, valid_protein_loss: 2.359, valid_protein_accuracy: 0.313, valid_protein_canonicalBasePairAccuracy: nan, valid_protein_perplexity: 10.580, valid_dna_weights: 386.000, valid_dna_canonicalBasePairWeights: 283.000, valid_dna_loss: 1.200, valid_dna_accuracy: 0.606, valid_dna_canonicalBasePairAccuracy: 0.420, valid_dna_perplexity: 3.319, valid_rna_weights: 516.000, valid_rna_canonicalBasePairWeights: 306.000, valid_rna_loss: 1.293, valid_rna_accuracy: 0.471, valid_rna_canonicalBasePairAccuracy: 0.353, valid_rna_perplexity: 3.642
epoch: 70, step: 7774, train_time: 208.226, valid_time: 31.712, train_weights: 90133.000, train_canonicalBasePairWeights: 9421.000, train_loss: 2.116, train_accuracy: 0.372, train_canonicalBasePairAccuracy: 0.507, train_perplexity: 8.297, train_protein_weights: 73574.000, train_protein_canonicalBasePairWeights: 0.000, train_protein_loss: 2.348, train_protein_accuracy: 0.321, train_protein_canonicalBasePairAccuracy: nan, train_protein_perplexity: 10.464, train_dna_weights: 6430.000, train_dna_canonicalBasePairWeights: 4392.000, train_dna_loss: 1.058, train_dna_accuracy: 0.602, train_dna_canonicalBasePairAccuracy: 0.522, train_dna_perplexity: 2.881, train_rna_weights: 10129.000, train_rna_canonicalBasePairWeights: 5029.000, train_rna_loss: 1.102, train_rna_accuracy: 0.599, train_rna_canonicalBasePairAccuracy: 0.495, train_rna_perplexity: 3.009, valid_weights: 3966.000, valid_canonicalBasePairWeights: 657.000, valid_loss: 2.079, valid_accuracy: 0.377, valid_canonicalBasePairAccuracy: 0.346, valid_perplexity: 7.996, valid_protein_weights: 2929.000, valid_protein_canonicalBasePairWeights: 0.000, valid_protein_loss: 2.381, valid_protein_accuracy: 0.313, valid_protein_canonicalBasePairAccuracy: nan, valid_protein_perplexity: 10.816, valid_dna_weights: 341.000, valid_dna_canonicalBasePairWeights: 243.000, valid_dna_loss: 1.199, valid_dna_accuracy: 0.575, valid_dna_canonicalBasePairAccuracy: 0.428, valid_dna_perplexity: 3.315, valid_rna_weights: 696.000, valid_rna_canonicalBasePairWeights: 414.000, valid_rna_loss: 1.239, valid_rna_accuracy: 0.552, valid_rna_canonicalBasePairAccuracy: 0.297, valid_rna_perplexity: 3.453
epoch: 71, step: 7864, train_time: 158.708, valid_time: 24.501, train_weights: 91621.000, train_canonicalBasePairWeights: 9656.000, train_loss: 2.118, train_accuracy: 0.366, train_canonicalBasePairAccuracy: 0.508, train_perplexity: 8.315, train_protein_weights: 74371.000, train_protein_canonicalBasePairWeights: 0.000, train_protein_loss: 2.348, train_protein_accuracy: 0.319, train_protein_canonicalBasePairAccuracy: nan, train_protein_perplexity: 10.464, train_dna_weights: 6538.000, train_dna_canonicalBasePairWeights: 4474.000, train_dna_loss: 1.046, train_dna_accuracy: 0.611, train_dna_canonicalBasePairAccuracy: 0.527, train_dna_perplexity: 2.845, train_rna_weights: 10712.000, train_rna_canonicalBasePairWeights: 5182.000, train_rna_loss: 1.176, train_rna_accuracy: 0.545, train_rna_canonicalBasePairAccuracy: 0.492, train_rna_perplexity: 3.243, valid_weights: 5075.000, valid_canonicalBasePairWeights: 783.000, valid_loss: 2.098, valid_accuracy: 0.368, valid_canonicalBasePairAccuracy: 0.397, valid_perplexity: 8.151, valid_protein_weights: 3915.000, valid_protein_canonicalBasePairWeights: 0.000, valid_protein_loss: 2.355, valid_protein_accuracy: 0.319, valid_protein_canonicalBasePairAccuracy: nan, valid_protein_perplexity: 10.542, valid_dna_weights: 457.000, valid_dna_canonicalBasePairWeights: 335.000, valid_dna_loss: 1.169, valid_dna_accuracy: 0.562, valid_dna_canonicalBasePairAccuracy: 0.427, valid_dna_perplexity: 3.220, valid_rna_weights: 703.000, valid_rna_canonicalBasePairWeights: 448.000, valid_rna_loss: 1.269, valid_rna_accuracy: 0.516, valid_rna_canonicalBasePairAccuracy: 0.375, valid_rna_perplexity: 3.557
epoch: 72, step: 7956, train_time: 189.359, valid_time: 25.633, train_weights: 94791.000, train_canonicalBasePairWeights: 8050.000, train_loss: 2.165, train_accuracy: 0.359, train_canonicalBasePairAccuracy: 0.499, train_perplexity: 8.713, train_protein_weights: 80999.000, train_protein_canonicalBasePairWeights: 0.000, train_protein_loss: 2.348, train_protein_accuracy: 0.319, train_protein_canonicalBasePairAccuracy: nan, train_protein_perplexity: 10.461, train_dna_weights: 5133.000, train_dna_canonicalBasePairWeights: 3536.000, train_dna_loss: 1.001, train_dna_accuracy: 0.640, train_dna_canonicalBasePairAccuracy: 0.518, train_dna_perplexity: 2.722, train_rna_weights: 8659.000, train_rna_canonicalBasePairWeights: 4514.000, train_rna_loss: 1.144, train_rna_accuracy: 0.564, train_rna_canonicalBasePairAccuracy: 0.484, train_rna_perplexity: 3.139, valid_weights: 3795.000, valid_canonicalBasePairWeights: 866.000, valid_loss: 1.938, valid_accuracy: 0.394, valid_canonicalBasePairAccuracy: 0.398, valid_perplexity: 6.947, valid_protein_weights: 2373.000, valid_protein_canonicalBasePairWeights: 0.000, valid_protein_loss: 2.356, valid_protein_accuracy: 0.316, valid_protein_canonicalBasePairAccuracy: nan, valid_protein_perplexity: 10.551, valid_dna_weights: 496.000, valid_dna_canonicalBasePairWeights: 333.000, valid_dna_loss: 1.181, valid_dna_accuracy: 0.571, valid_dna_canonicalBasePairAccuracy: 0.459, valid_dna_perplexity: 3.256, valid_rna_weights: 926.000, valid_rna_canonicalBasePairWeights: 533.000, valid_rna_loss: 1.273, valid_rna_accuracy: 0.501, valid_rna_canonicalBasePairAccuracy: 0.360, valid_rna_perplexity: 3.572
epoch: 73, step: 8047, train_time: 148.289, valid_time: 17.747, train_weights: 93286.000, train_canonicalBasePairWeights: 10049.000, train_loss: 2.098, train_accuracy: 0.374, train_canonicalBasePairAccuracy: 0.540, train_perplexity: 8.148, train_protein_weights: 74858.000, train_protein_canonicalBasePairWeights: 0.000, train_protein_loss: 2.337, train_protein_accuracy: 0.324, train_protein_canonicalBasePairAccuracy: nan, train_protein_perplexity: 10.352, train_dna_weights: 5829.000, train_dna_canonicalBasePairWeights: 3917.000, train_dna_loss: 1.054, train_dna_accuracy: 0.608, train_dna_canonicalBasePairAccuracy: 0.538, train_dna_perplexity: 2.869, train_rna_weights: 12599.000, train_rna_canonicalBasePairWeights: 6132.000, train_rna_loss: 1.159, train_rna_accuracy: 0.561, train_rna_canonicalBasePairAccuracy: 0.541, train_rna_perplexity: 3.186, valid_weights: 4261.000, valid_canonicalBasePairWeights: 624.000, valid_loss: 2.128, valid_accuracy: 0.362, valid_canonicalBasePairAccuracy: 0.396, valid_perplexity: 8.401, valid_protein_weights: 3342.000, valid_protein_canonicalBasePairWeights: 0.000, valid_protein_loss: 2.383, valid_protein_accuracy: 0.311, valid_protein_canonicalBasePairAccuracy: nan, valid_protein_perplexity: 10.834, valid_dna_weights: 465.000, valid_dna_canonicalBasePairWeights: 353.000, valid_dna_loss: 1.155, valid_dna_accuracy: 0.583, valid_dna_canonicalBasePairAccuracy: 0.473, valid_dna_perplexity: 3.174, valid_rna_weights: 454.000, valid_rna_canonicalBasePairWeights: 271.000, valid_rna_loss: 1.253, valid_rna_accuracy: 0.507, valid_rna_canonicalBasePairAccuracy: 0.295, valid_rna_perplexity: 3.501
epoch: 74, step: 8142, train_time: 194.569, valid_time: 21.505, train_weights: 84862.000, train_canonicalBasePairWeights: 8648.000, train_loss: 2.148, train_accuracy: 0.359, train_canonicalBasePairAccuracy: 0.476, train_perplexity: 8.571, train_protein_weights: 70071.000, train_protein_canonicalBasePairWeights: 0.000, train_protein_loss: 2.368, train_protein_accuracy: 0.314, train_protein_canonicalBasePairAccuracy: nan, train_protein_perplexity: 10.677, train_dna_weights: 6116.000, train_dna_canonicalBasePairWeights: 4217.000, train_dna_loss: 1.043, train_dna_accuracy: 0.608, train_dna_canonicalBasePairAccuracy: 0.496, train_dna_perplexity: 2.837, train_rna_weights: 8675.000, train_rna_canonicalBasePairWeights: 4431.000, train_rna_loss: 1.154, train_rna_accuracy: 0.555, train_rna_canonicalBasePairAccuracy: 0.457, train_rna_perplexity: 3.170, valid_weights: 2917.000, valid_canonicalBasePairWeights: 546.000, valid_loss: 2.022, valid_accuracy: 0.391, valid_canonicalBasePairAccuracy: 0.383, valid_perplexity: 7.550, valid_protein_weights: 2088.000, valid_protein_canonicalBasePairWeights: 0.000, valid_protein_loss: 2.338, valid_protein_accuracy: 0.324, valid_protein_canonicalBasePairAccuracy: nan, valid_protein_perplexity: 10.363, valid_dna_weights: 390.000, valid_dna_canonicalBasePairWeights: 316.000, valid_dna_loss: 1.227, valid_dna_accuracy: 0.528, valid_dna_canonicalBasePairAccuracy: 0.392, valid_dna_perplexity: 3.412, valid_rna_weights: 439.000, valid_rna_canonicalBasePairWeights: 230.000, valid_rna_loss: 1.221, valid_rna_accuracy: 0.590, valid_rna_canonicalBasePairAccuracy: 0.370, valid_rna_perplexity: 3.391
epoch: 75, step: 8231, train_time: 166.712, valid_time: 27.442, train_weights: 88841.000, train_canonicalBasePairWeights: 9190.000, train_loss: 2.131, train_accuracy: 0.363, train_canonicalBasePairAccuracy: 0.552, train_perplexity: 8.422, train_protein_weights: 72728.000, train_protein_canonicalBasePairWeights: 0.000, train_protein_loss: 2.357, train_protein_accuracy: 0.314, train_protein_canonicalBasePairAccuracy: nan, train_protein_perplexity: 10.560, train_dna_weights: 6059.000, train_dna_canonicalBasePairWeights: 4307.000, train_dna_loss: 1.059, train_dna_accuracy: 0.603, train_dna_canonicalBasePairAccuracy: 0.539, train_dna_perplexity: 2.885, train_rna_weights: 10054.000, train_rna_canonicalBasePairWeights: 4883.000, train_rna_loss: 1.140, train_rna_accuracy: 0.572, train_rna_canonicalBasePairAccuracy: 0.563, train_rna_perplexity: 3.126, valid_weights: 4988.000, valid_canonicalBasePairWeights: 670.000, valid_loss: 2.098, valid_accuracy: 0.368, valid_canonicalBasePairAccuracy: 0.361, valid_perplexity: 8.148, valid_protein_weights: 3969.000, valid_protein_canonicalBasePairWeights: 0.000, valid_protein_loss: 2.321, valid_protein_accuracy: 0.331, valid_protein_canonicalBasePairAccuracy: nan, valid_protein_perplexity: 10.189, valid_dna_weights: 364.000, valid_dna_canonicalBasePairWeights: 244.000, valid_dna_loss: 1.188, valid_dna_accuracy: 0.525, valid_dna_canonicalBasePairAccuracy: 0.422, valid_dna_perplexity: 3.280, valid_rna_weights: 655.000, valid_rna_canonicalBasePairWeights: 426.000, valid_rna_loss: 1.249, valid_rna_accuracy: 0.508, valid_rna_canonicalBasePairAccuracy: 0.326, valid_rna_perplexity: 3.487
