t,H_prot_mean,H_prot_std,H_na_mean,H_na_std,n
0.001,2.051958465576172,0.03395819930192096,1.2040143489837647,0.10664113850869915,5
0.11188888888888888,2.0440272808074953,0.033866596572317234,1.1091475129127502,0.15301714105821437,5
0.22277777777777777,2.023988127708435,0.035981115634382596,1.0871099829673767,0.16209618709768484,5
0.33366666666666667,2.03072988986969,0.0342278271582563,1.0796857118606566,0.22330299466594142,5
0.44455555555555554,1.9925127744674682,0.11217879229174278,1.0296525239944458,0.22431587058073105,5
0.5554444444444444,2.0710703849792482,0.09915321404185198,0.9019344210624695,0.29379119058483455,5
0.6663333333333333,2.09566216468811,0.15201066114050774,0.6570411697030067,0.36457702311975737,5
0.7772222222222221,2.0103925466537476,0.05752548092367698,0.895345464348793,0.3308642142711439,5
0.8881111111111111,1.9500171899795533,0.11738941480227946,0.7499958723783493,0.3086826290454513,5
0.999,2.356858015060425,0.18311643600463867,,,2
